SMILES,Caco2,CYP1A2i_c,CYP2C9i_c,CYP2C19i_c,CYP3A4i_c,CYP2D6i_c,CYP1A2s,CYP2C9s,CYP2C19s,CYP2D6s,CYP3A4s,HLM,DLM,RLM,hERG
COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,,,,1,,0,,,,,,,,,
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,,,,0,0,1,,,,,,,,,
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,,,0,,0,,,,,,,,,
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,,,,0,,0,,,,,,,,,
COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,,,,0,0,,,,,,,,,,
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,,,,1,0,,,,,,,,,,
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,,,,0,,1,,,,,,,,,
C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,,,,1,1,0,,,,,,,,,
Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2CC1CCCCC1,,,,1,,1,,,,,,,,,
O=[P@]1(N(CCCl)CCCl)NCCCO1,,,,0,1,,,,,,,,,,
CN(C)N/N=C1\N=CN=C1C(N)=O,,,,0,,0,,,,,,,,,
COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,,,,0,1,,,,,,,,,,
COC(=O)c1c(C)nc(C)c(C(=O)OC/C=C/c2ccccc2)c1-c1cccc([N+](=O)[O-])c1,,,,1,,,,,,,,,,,
CC1=CC[C@@H]2[C@H](C1)C2(C)C,,,,0,0,0,,,,,,,,,
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,,,,1,0,0,,,,,,,,,
COc1ccc2c(CN(C)C)cc(=O)oc2c1,,,,0,0,0,,,,,,,,,
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,,,,0,0,0,,,,,,,,,
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,,,,0,,0,,,,,,,,,
c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,,,,0,0,0,,,,,,,,,
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,,,,0,0,1,,,,,,,,,
CN(C)CC/C=C1/c2ccccc2COc2ccccc21,,,,0,,1,,,,,,,,,
COc1cc2c(CCN3CCN(c4cccc(Cl)c4C)CC3)nn(Cc3c[nH]cn3)c2cc1OC,,,,1,,,,,,,,,,,
CN1CCC[C@@H]1C[C@@H]1CNc2ccc(CCS(=O)(=O)c3ccccc3)cc21,,,,0,0,1,,,,,,,,,
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,,0,,1,,,,,,,,,
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3C1CCC2=O,,,,1,0,,,,,,,,,,
CCO,,,,0,,0,,,,,,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,,,,0,0,0,,,,,,,,,
COc1cc([C@@H]2c3cc4c(cc3[C@H](O[C@H]3O[C@H]5CO[C@@H](C)O[C@@H]5[C@@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,,,,1,1,0,,,,,,,,,
C=CCc1ccc(O)c(OC)c1,,,,1,,1,,,,,,,,,
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,,,,1,,1,,,,,,,,,
C[C@@H](Cc1ccccc1)NCCC#N,,,,1,1,0,,,,,,,,,
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,,,,0,1,0,,,,,,,,,
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,,,,1,0,1,,,,,,,,,
COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1,,,,1,,1,,,,,,,,,
Cc1nn(C)c(Cl)c1C(=O)Nc1cccc2c1[C@@H](C)OC2(C)C,,,,1,0,1,,,,,,,,,
[O-][S@@+](Cc1cc(OCC2CC2)ccn1)c1nc2cc(F)ccc2[nH]1,,,,0,0,0,,,,,,,,,
FC(F)(F)[C@H](Cl)Br,,,,1,0,1,,,,,,,,,
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,,,,1,0,1,,,,,,,,,
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,,,0,1,0,,,,,,,,,
CC(C)/N=C(N)/N=C(\N)NOCCCOc1ccc(OC(F)(F)F)cc1Cl,,,,0,0,0,,,,,,,,,
COc1ccc(N2CCc3c(NCCO)nc4c(OC(F)(F)F)cccc4c32)c(C)c1,,,,0,1,,,,,,,,,,
CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,,,,0,,0,,,,,,,,,
C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,,,,1,0,1,,,,,,,,,
CCn1nnc(C2=CCCN(C)C2)n1,,,,0,,0,,,,,,,,,
Cc1cccc(C)c1,,,,1,1,0,,,,,,,,,
CCOC(=O)C[C@H](SP(=S)(OC)OC)C(=O)OCC,,,,1,,1,,,,,,,,,
CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12,,,,0,1,,,,,,,,,,
CCN[C@@H](C)Cc1ccc2c(c1)OCO2,,,,0,0,0,,,,,,,,,
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,,,,0,,0,,,,,,,,,
CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S@@+](C)[O-])cc21,,,,1,0,,,,,,,,,,
CNC(=O)Oc1cc(C)c(SC)c(C)c1,,,,0,0,0,,,,,,,,,
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,,,,,,,,,,,0,,,,
COc1ccc([C@@H](c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,,,,0,1,,,,,,,,,,
COc1ccc([C@@H](c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,,,,1,0,1,,,,,,,,,
C=CCc1ccc(OC)c(OC)c1,,,,0,0,0,,,,,,,,,
CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,,,,0,1,0,,,,,,,,,
CSc1nc(-c2ccnc(N[C@H](C)c3ccccc3)c2)c(-c2ccc(F)cc2)[nH]1,,,,0,0,1,,,,,,,,,
C[C@@H](Nc1cc(-c2nc([S@@+](C)[O-])[nH]c2-c2ccc(F)cc2)ccn1)c1ccccc1,,,,1,0,0,,,,,,,,,
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,,,,1,1,0,,,,,,,,,
CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1,,,,1,,0,,,,,,,,,
CN1CCC[C@H]1c1cccnc1,,,,1,1,0,,,,,,,,,
C[C@H](N)Cc1cccc(C(F)(F)F)c1,,,,1,1,,,,,,,,,,
Cc1cc(/N=N/c2ccccc2C)ccc1N,,,,1,1,,,,,,,,,,
Oc1ccccc1-c1ccccc1,,,,0,0,,,,,,,,,,
C[C@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,,,,1,1,1,,,,,,,,,
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,,,,1,1,0,,,,,,,,,
Clc1ccccc1Cl,,,,1,0,0,,,,,,,,,
CCCN1CCC[C@@H](c2cccc(S(C)(=O)=O)c2)C1,,,,0,0,0,,,,,,,,,
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,,,,1,1,0,,,,,,,,,
CC(=O)Nc1ccc(OC(C)C)cc1,,,,1,1,0,,,,,,,,,
COc1ccc(NC(C)=O)cc1,,,,1,0,0,,,,,,,,,
Cc1ccc(O)cc1,,,,1,1,,,,,,,,,,
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,,,,1,,0,,,,,,,,,
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,,,,1,0,,,,,,,,,,
c1ccc2c(c1)ccc1ccccc12,,,,1,0,0,,,,,,,,,
CCOP(=S)(OCC)SCSCC,,,,0,,1,,,,,,,,,
COc1ccc(-c2nc3cc(C4=NNC(=O)C[C@@H]4C)ccc3[nH]2)cc1,,,,0,0,0,,,,,,,,,
CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2,,,,1,1,0,,,,,,,,,
CC(C)/N=C(N)/N=C(\N)NOCCCOc1cc(Cl)c(Cl)cc1Cl,,,,1,,,,,,,,,,,
COc1ccc2c(c1)-c1nn(CCCN(C)C)c3ccc([N+](=O)[O-])c(c13)N2,,,,1,,0,,,,,,,,,
c1ccc2ncccc2c1,,,,1,1,0,,,,,,,,,
COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,,,,1,1,,,,,,,,,,
OCCc1ccccc1Nc1c(Cl)cccc1Cl,,,,1,1,,,,,,,,,,
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,,,,1,,1,,,,,,,,,
CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,,,,1,1,,,,,,,,,,
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,,,1,0,1,,,,,,,,,
C=Cc1ccccc1,,,,1,,0,,,,,,,,,
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,,,,1,1,1,,,,,,,,,
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,,,,1,1,0,,,,,,,,,
COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)cc3)oc2c1OC,,,,1,1,1,,,,,,,,,
CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,,,,1,1,0,,,,,,,,,
O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,,,,1,,0,,,,,,,,,
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,,,,1,1,1,,,,,,,,,
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,,,,1,0,0,,,,,,,,,
CCNc1nc(Cl)nc(NC(C)(C)C)n1,,,,1,1,,,,,,,,,,
CCNc1nc(NC(C)(C)C)nc(SC)n1,,,,1,1,0,,,,,,,,,
Cc1ccc(C(=O)[C@H](C)CN2CCCCC2)cc1,,,,1,0,1,,,,,,,,,
Cc1ccccc1,,,,1,0,0,,,,,,,,,
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,,,,1,0,,,,,,,,,,
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,,,,1,0,1,,,,,,,,,
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2,,,,1,1,0,,,,,,,,,
O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)C2,,,,1,0,0,,,,,,,,,
COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,,,,1,0,0,,,,,,,,,
CN[C@@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@H]1OC,,,,1,0,0,,,,,,,,,
CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,,,,1,1,0,,,,,,,,,
C[C@@H](c1cc2ccccc2s1)N(O)C(N)=O,,,,0,,0,,,,,,,,,
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,,,,1,0,,,,,,,,,,
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,,,,1,0,0,,,,,,,,,
COC(=O)[C@H](c1ccccc1Cl)N1CCC2SC(=O)C=C2C1,,,,0,,1,,,,,,,,,
O=C1C=C2CN(Cc3ccccc3Cl)CCC2S1,,,,1,0,1,,,,,,,,,
COc1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,,,,0,,0,,,,,,,,,
C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)NC(N)=O,,,,1,0,0,,,,,,,,,
CN1CCC[C@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,,,,1,,0,,,,,,,,,
COP(=S)(OC)SCn1nnc2ccccc2c1=O,,,,1,,1,,,,,,,,,
Nc1nc(=O)c(Br)c(-c2ccccc2)[nH]1,,,,1,1,1,,,,,,,,,
COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,,,,0,,0,,,,,,,,,
CC1=CC[C@H]2[C@@H](C1)C2(C)C,,,,1,1,0,,,,,,,,,
CCN(CC)C(=O)SC,,,,1,1,0,,,,,,,,,
CCOP(=S)(OCC)SCCSCC,,,,1,1,1,,,,,,,,,
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3OC5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,,,,1,1,,,,,,,,,,
[O-][S@+](Cc1cc(OCC2CC2)ccn1)c1nc2ccc(F)cc2[nH]1,,,,1,1,,,,,,,,,,
O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,,,,1,0,0,,,,,,,,,
CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,,,,0,,0,,,,,,,,,
CC(CO)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,,,1,,0,,,,,,,,,
CN1CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(C=CS(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,,,,0,,0,,,,,,,,,
CC[C@H](Cc1ccc2c(c1)OCO2)NC,,,,0,0,0,,,,,,,,,
CC[N+](C)(CC)CCc1c(C(F)(F)F)c2ccc(OC)cc2oc1=O,,,,0,1,0,,,,,,,,,
CNC(=S)Oc1cc(C)c(SC)c(C)c1,,,,1,0,0,,,,,,,,,
CN1CCN2c3ncccc3Cc3ccccc3[C@@H]2C1,,,,1,0,0,,,,,,,,,
CSc1nc(-c2ccnc(NC(C)c3ccccc3)c2)c(-c2ccc(F)cc2)[nH]1,,,,1,0,0,,,,,,,,,
CCC(C(=O)c1ccc(C)cc1)N1CCCC1,,,,1,0,0,,,,,,,,,
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,,,,0,,0,,,,,,,,,
C=CCc1cc(OC)c2c(c1)OCO2,,,,1,0,1,,,,,,,,,
CNCCCN1c2ccccc2CCc2ccc(Cl)cc21,,,,1,0,0,,,,,,,,,
CCCCCCCCC,,,,1,1,0,,,,,,,,,
Nc1nc(OCc2ccccc2)c2nc[nH]c2n1,,,,1,1,0,,,,,,,,,
C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,,,,0,,0,,,,,,,,,
CCCNC[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1,,,,1,0,0,,,,,,,,,
CCCSP(=S)(OCC)Oc1ccc(SC)cc1,,,,1,,0,,,,,,,,,
O=c1[nH]c(=O)n(C2CCCO2)cc1F,,,,0,1,,,,,,,,,,
C(=C/c1ccccc1)\c1ccccc1,,,,0,0,1,,,,,,,,,
Cc1ccccc1C,,,,1,1,1,,,,,,,,,
Cc1ccc(C)cc1,,,,0,1,0,,,,,,,,,
C[C@H](c1cc2ccccc2s1)N(O)C(N)=O,,,,1,1,0,,,,,,,,,
COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,,,,0,,0,,,,,,,,,
CCOc1ccc2c(Cl)cc(=O)oc2c1,,,,0,0,0,,,,,,,,,
CC(NC(N)=O)c1cc2ccccc2s1,,,,1,1,0,,,,,,,,,
C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O,,,,1,0,0,,,,,,,,,
COc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,,,,1,0,0,,,,,,,,,
O=C1OC2(c3ccc(OCc4ccccc4)cc3Oc3cc(OCc4ccccc4)ccc32)c2ccccc21,,,,1,1,0,,,,,,,,,
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,,,,1,1,,,,,,,,,,
CCN[C@H](C)Cc1ccc2c(c1)OCO2,,,,1,1,0,,,,,,,,,
CC(Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)ccn1)c1ccccc1,,,,1,,0,,,,,,,,,
COc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,,,,1,1,,,,,,,,,,
O=C1C[C@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,,,,0,0,0,,,,,,,,,
C/C=C/c1ccccc1,,,,0,,0,,,,,,,,,
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,,,,0,,0,,,,,,,,,
OC1=Nc2ccc(Br)cc2C(c2ccccn2)=NC1,,,,1,,0,,,,,,,,,
Cn1c(=O)c2nc(Br)[nH]c2n(C)c1=O,,,,0,0,0,,,,,,,,,
C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,,,,1,,0,,,,,,,,,
C#CCN[C@@H]1CCc2ccccc21,,,,1,,,,,,,,,,,
NC1CCCCC1N,,,,1,1,0,,,,,,,,,
CC(C)c1nc(CN(C)C(O)=N[C@H](C(O)=N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)N=C(O)OCc2cncs2)C(C)C)cs1,,,,0,,0,,,,,,,,,
CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,,,,1,1,0,,,,,,,,,
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,,,,1,0,1,,,,,,,,,
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,,,0,0,0,,,,,,,,,
CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,,,,1,1,1,,,,,,,,,
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,,,,1,1,,,,,,,,,,
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1,,,,1,1,,,,,,,,,,
CC(C)C[C@H](N=C(O)[C@H](Cc1ccccc1)N=C(O)c1cnccn1)B(O)O,,,,1,1,1,,,,,,,,,
COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,,,,1,1,1,,,,,,,,,
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,,,,1,1,0,,,,,,,,,
CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,,,,1,1,,,,,,,,,,
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,,,,1,1,,,,,,,,,,
CC(C)(O)CN=c1nc(-c2cccc(C(F)(F)F)n2)[nH]c(=Nc2ccnc(C(F)(F)F)c2)[nH]1,,,,1,1,0,,,,,,,,,
CC(C)Cn1cnc2c(=N)[nH]c3ccccc3c21,,,,0,1,,,,,,,,,,
Cc1cccc(C)c1OCC(C)N,,,,0,0,0,,,,,,,,,
CC(C)N(CCC(C(=N)O)(c1ccccc1)c1ccccn1)C(C)C,,,,0,,0,,,,,,,,,
CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)N=C(O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(O)=N[C@]1(C(O)=NS(=O)(=O)C2(C)CC2)C[C@H]1C(F)F,,,,0,1,0,,,,,,,,,
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,,,,0,,0,,,,,,,,,
Cc1ccc(C(C)C)cc2c(C)ccc1-2,,,,0,1,1,,,,,,,,,
COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,,,,1,,0,,,,,,,,,
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,,,,1,1,0,,,,,,,,,
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,,,,1,1,1,,,,,,,,,
CCC(O)=NCC[C@@H]1CCc2ccc3c(c21)CCO3,,,,1,0,,,,,,,,,,
CCC1(c2ccccc2)N=C(O)N(C)C1=O,,,,1,1,,,,,,,,,,
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,,,,1,,1,,,,,,,,,
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,,,,0,,0,,,,,,,,,
CCCCCCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CCCCCC)CC[C@@H]12,,,,1,1,0,,,,,,,,,
CCCCN1CCCC[C@H]1C(O)=Nc1c(C)cccc1C,,,,0,1,0,,,,,,,,,
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,,,,0,1,0,,,,,,,,,
CCCN(CCC)CCc1cccc2c1CC(O)=N2,,,,1,1,,,,,,,,,,
CCCN1CCCC[C@H]1C(O)=Nc1c(C)cccc1C,,,,0,1,0,,,,,,,,,
CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1,,,,0,1,0,,,,,,,,,
CCN(CC)CC(O)=Nc1c(C)cccc1C,,,,1,1,,,,,,,,,,
CCN(CC)CC(=O)Oc1ccc(N=C(C)O)cc1,,,,1,0,0,,,,,,,,,
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,,,,0,1,0,,,,,,,,,
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,,,,1,0,0,,,,,,,,,
CCOc1ccc(N=C(C)O)cc1,,,,1,0,,,,,,,,,,
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,,,,0,1,0,,,,,,,,,
ClC=C(Cl)Cl,,,,1,,,,,,,,,,,
C[C@H]1CNCCc2ccc(Cl)cc21,,,,1,,0,,,,,,,,,
CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,,,,1,1,0,,,,,,,,,
Oc1nc2cc(Cl)ccc2o1,,,,0,1,0,,,,,,,,,
Clc1ccc2nsnc2c1NC1=NCCN1,,,,1,0,0,,,,,,,,,
Cn1c(=O)c2nc(Cl)[nH]c2n(C)c1=O,,,,1,,0,,,,,,,,,
CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,,,,1,,0,,,,,,,,,
Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,,,,0,0,0,,,,,,,,,
O=NN(CCCl)C(O)=NCCCl,,,,0,1,0,,,,,,,,,
CN(C)/N=N/c1[nH]cnc1C(N)=O,,,,1,1,1,,,,,,,,,
C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,,,,1,1,,,,,,,,,,
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,,,,1,,1,,,,,,,,,
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,,,,1,1,0,,,,,,,,,
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(O)=N3)cc12,,,,0,1,,,,,,,,,,
CN[C@@H]1CCc2[nH]c3ccc(C(=N)O)cc3c2C1,,,,0,0,1,,,,,,,,,
CN=C(O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1,,,,1,1,,,,,,,,,,
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,,,,1,1,0,,,,,,,,,
Cn1c(=O)c2nc[nH]c2n(C)c1=O,,,,1,,1,,,,,,,,,
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,,,,1,1,0,,,,,,,,,
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,,,,1,1,1,,,,,,,,,
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,,,,1,1,0,,,,,,,,,
CN1CCN2c3ccccc3Cc3ccccc3C2C1,,,,0,0,0,,,,,,,,,
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,,,,1,0,0,,,,,,,,,
Cn1cnc2c1c(O)nc(=O)n2C,,,,1,1,0,,,,,,,,,
CNC(=O)c1cc(Oc2ccc(NC(O)=Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,,,,1,0,1,,,,,,,,,
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,,,,1,1,,,,,,,,,,
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)N=C(O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,,,1,,0,,,,,,,,,
COc1cc(N)c(Cl)cc1C(O)=N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,,,,1,0,,,,,,,,,,
CC[C@@]12CCCN3CCC4C(=C31)N(c1ccccc14)[C@@](O)(C(=O)OC)C2,,,,1,0,0,,,,,,,,,
COC(F)(F)C(Cl)Cl,,,,1,1,,,,,,,,,,
COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,,,,1,,0,,,,,,,,,
COc1cc(CN=C(O)CCCC/C=C/C(C)C)ccc1O,,,,1,1,0,,,,,,,,,
COc1ccc(-n2nc(C(=N)O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,,,,1,0,0,,,,,,,,,
COc1ccc2cccc(CCN=C(C)O)c2c1,,,,1,1,0,,,,,,,,,
COc1ccc2[nH]cc(CCN=C(C)O)c2c1,,,,1,0,0,,,,,,,,,
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,,,,1,0,0,,,,,,,,,
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,,0,0,0,,,,,,,,,
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,,,,1,1,0,,,,,,,,,
C[C@@H](OC(c1ccc(F)cc1)(c1nc(O)n[nH]1)N1CCOCC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,,,1,,1,,,,,,,,,
